Session ID,Subject,Question,Student Answer,Correct,Response Time(s),Initial Option,Final Option,Option Changes,Navigation Frequency,Interaction Timestamp,Engagement Score,Engagement Level,Confidence,Frustration,Interest,Accuracy,Learning Progress,Knowledge Gaps,Hints Requested,Inactivity(s),Completion Rate
b230cd73-0f9b-49ea-a0df-7eda50bab07a,English,Identify the correct use of its/it's,A,No,3.0,A,A,0,9,2026-01-06T08:04:06.099Z,0.4007346798,medium,0.48,0.0,0.6799999999999999,0.0,0.0,Grammar,0,0.021886,0.1
b230cd73-0f9b-49ea-a0df-7eda50bab07a,English,"What tense is ""The students have completed their assignment""?",A,No,7.0,A,A,0,9,2026-01-06T08:04:14.535Z,0.46022806130000005,medium,0.6,0.26666666666666666,0.9666666666666667,0.0,0.0,Grammar,0,0.031341,0.2
883e8d1c-877d-4857-9eba-2b6e4125b606,English,Identify the correct use of its/it's,B,Yes,7.0,B,B,0,6,2026-01-06T08:20:56.848Z,0.8006846319,high,0.6133333333333333,0.0,0.6799999999999999,1.0,1.0,Grammar,0,0.093383,0.1
883e8d1c-877d-4857-9eba-2b6e4125b606,English,"What tense is ""The students have completed their assignment""?",A,No,9.0,A,A,0,6,2026-01-06T08:21:07.892Z,0.6602268146,medium,0.6133333333333333,0.0,0.6733333333333333,0.5,0.5,Grammar,0,0.033122,0.2
883e8d1c-877d-4857-9eba-2b6e4125b606,English,"Which word best describes ""ambiguous""?",B,Yes,21.0,B,B,0,2,2026-01-06T08:20:32.898Z,0.7338982146666666,high,0.8666666666666667,0.0,0.6688888888888889,0.6666666666666666,0.6666666666666666,Grammar,0,0.02636,0.3
883e8d1c-877d-4857-9eba-2b6e4125b606,English,"What is an antonym for ""bright""?",A,No,6.0,A,A,0,6,2026-01-06T08:21:26.685Z,0.6742392543000001,medium,0.7333333333333333,0.26666666666666666,0.6283333333333334,0.5,0.5,"Grammar, Vocabulary",0,0.015351,0.4
883e8d1c-877d-4857-9eba-2b6e4125b606,English,"Based on: ""The old library was closed for renovations, and the community had to use the temporary lo",B,Yes,16.0,C,B,1,6,2026-01-06T08:21:55.075Z,0.7212382337000001,high,0.8066666666666666,0.0,0.6333333333333333,0.6,0.6,"Grammar, Vocabulary",0,0.016809,0.5
883e8d1c-877d-4857-9eba-2b6e4125b606,English,Which sentence is grammatically correct?,B,Yes,7.0,B,B,0,6,2026-01-06T08:22:05.162Z,0.7415652306333333,high,0.8666666666666667,0.0,0.6386666666666666,0.6666666666666666,0.6,"Grammar, Vocabulary",0,0.025861,0.6
883e8d1c-877d-4857-9eba-2b6e4125b606,English,"Which is the correct plural of ""child""?",C,Yes,4.0,C,C,0,6,2026-01-06T08:22:12.595Z,0.7455882253571429,high,0.88,0.0,0.7413333333333334,0.7142857142857143,0.8,"Grammar, Vocabulary",0,0.027025,0.7
883e8d1c-877d-4857-9eba-2b6e4125b606,English,"Choose the correct pronoun: ""My friend and ____ went to the movies.""",B,Yes,3.0,B,B,0,6,2026-01-06T08:22:20.438Z,0.7597158316000001,high,0.88,0.0,0.7471666666666666,0.75,0.8,"Grammar, Vocabulary",0,0.048812,0.8
